"CountryCode","SeriesCode","DESCRIPTION",
"ROU","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ROU","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","IT.CEL.SETS.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","SP.DYN.CBRT.IN","Data source: Eurostat",
"ROU","IS.RRS.PASG.KM","Source: OECD",
"ROU","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Number of departures of Romanians abroad registered at borders.",
"ROU","VC.IHR.PSRC.P5","Data refer to offences, not victims, of intentional homicide.",
"ROU","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","MS.MIL.XPND.CN","1960-1998 SIPRI estimates.",
"ROU","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","MS.MIL.XPND.CD","1960-1998 SIPRI estimates.",
"ROU","SP.POP.TOTL","Data source: Eurostat",
"ROU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ROU","SP.DYN.TFRT.IN","Data source: Eurostat, National Institute of Statistics",
"ROU","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","IT.MLT.MAIN","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","IT.NET.BBND.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt for 2018 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"ROU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"RUS","MS.MIL.XPND.ZS","1998-2012 SIPRI estimates.",
"RUS","SP.DYN.CBRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","IT.MLT.MAIN.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","MS.MIL.XPND.CN","1992-2012 SIPRI estimates.",
"RUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RUS","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RUS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","SP.DYN.TFRT.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service",
"RUS","IT.CEL.SETS.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"RUS","IT.MLT.MAIN","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2019 are World Bank staff estimates based on country aggregate reports.",
"RUS","SP.DYN.LE00.MA.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"RUS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","IT.NET.USER.ZS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RUS","IT.NET.BBND","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.BBND.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of Moscow Exchange and MICEX divided by the total domestic market capitalization of the two exchanges.",
"RUS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RUS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"RUS","SP.POP.TOTL","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RUS","SP.POP.GROW","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RUS","IT.CEL.SETS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RUS","MS.MIL.XPND.CD","1992-2012 SIPRI estimates.",
"RUS","IS.RRS.PASG.KM","Source: OECD",
"RUS","SP.DYN.CDRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.LE00.FE.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","IS.RRS.GOOD.MT.K6","Source: OECD",
"RUS","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"RUS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RWA","IT.NET.BBND.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed and Short-term debt for 2019 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.",
"RWA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"RWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RWA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"RWA","IT.MLT.MAIN","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.NET.USER.ZS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"RWA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","IT.CEL.SETS.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.MLT.MAIN.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Since 2016, including nationals residing abroad.",
"RWA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"RWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"RWA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","IT.NET.BBND","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"RWA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"RWA","IT.CEL.SETS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"RWA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"RWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SAS","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"SAS","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"SAS","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SAU","MS.MIL.XPND.ZS","1990-1991, 2016-2019 SIPRI estimates.",
"SAU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","IT.MLT.MAIN","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SAU","IT.MLT.MAIN.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.CEL.SETS.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"SAU","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"SAU","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SAU","IT.NET.BBND.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SAU","IT.NET.BBND","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2002, 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"SAU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SAU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SAU","MS.MIL.XPND.CN","1990-1991 & 2016-2019 SIPRI estimates.",
"SAU","MS.MIL.XPND.CD","1990-1991 & 2016-2019 SIPRI estimates.",
"SAU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SAU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","IT.NET.USER.ZS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"SAU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SAU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SAU","IT.CEL.SETS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"SAU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SAU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SDN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SDN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SDN","IT.NET.BBND","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"SDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2005 including nationals residing abroad.",
"SDN","IT.CEL.SETS","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","MS.MIL.XPND.ZS","1990-1993 & 1995 SIPRI estimates.",
"SDN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SDN","EN.URB.LCTY.UR.ZS","Excludes South Sudan.",
"SDN","EN.URB.MCTY.TL.ZS","Excludes South Sudan.",
"SDN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SDN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS.",
"SDN","IT.NET.BBND.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.CEL.SETS.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","SP.POP.TOTL","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"SDN","SP.POP.GROW","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","IT.MLT.MAIN","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.MLT.MAIN.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.NET.USER.ZS","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SEN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SEN","IT.NET.BBND","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SEN","IT.CEL.SETS","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SEN","IT.CEL.SETS.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"SEN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SEN","MS.MIL.XPND.CN","1979-1991 SIPRI estimates.",
"SEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SEN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SEN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SEN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SEN","IT.NET.USER.ZS","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SEN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","IT.MLT.MAIN.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.NET.BBND.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SEN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"SEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SEN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SEN","MS.MIL.XPND.CD","1979-1991 SIPRI estimates.",
"SEN","IT.MLT.MAIN","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, and short-term debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.",
"SGP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"SGP","IT.CEL.SETS","Infocomm Development Authority of Singapore (IDA).",
"SGP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SGP","IT.NET.BBND.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","SP.POP.GROW","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.LE00.FE.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SG.GEN.PARL.ZS","The parliament convened on 2 November 2006 following the elections held in May. Nine members are yet to be appointed to the parliament.",
"SGP","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SGP","IT.CEL.SETS.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","MS.MIL.XPND.CN","1970-1972 SIPRI estimates.",
"SGP","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"SGP","SP.DYN.LE00.MA.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SGP","IT.MLT.MAIN","Infocomm Development Authority of Singapore (IDA).",
"SGP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SGP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"SGP","SP.DYN.CBRT.IN","Data source: Department of Statistics Singapore",
"SGP","IT.NET.USER.ZS","Infocomm Development Authority of Singapore (IDA).",
"SGP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","SP.DYN.CDRT.IN","Data source: Department of Statistics Singapore",
"SGP","IT.MLT.MAIN.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SGP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SGP","SP.DYN.TFRT.IN","Data source: Department of Statistics Singapore",
"SGP","IT.NET.BBND","Infocomm Development Authority of Singapore (IDA).",
"SGP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SGP","SP.POP.TOTL","Data source: Department of Statistics Singapore",
"SGP","MS.MIL.XPND.CD","1970-1972 SIPRI estimates.",
"SLB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"SLB","IT.MLT.MAIN.P2","Solomon Telekom Company Ltd..",
"SLB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SLB","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"SLB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SLB","IT.NET.BBND","Solomon Telekom Company Ltd..",
"SLB","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SLB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLB","IT.CEL.SETS","Solomon Telekom Company Ltd..",
"SLB","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air. 2004: without 1st and 2nd quarters; 2005: without 1st quarter.",
"SLB","IT.MLT.MAIN","Solomon Telekom Company Ltd..",
"SLB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SLB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SLB","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SLB","IT.NET.BBND.P2","Solomon Telekom Company Ltd..",
"SLB","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SLB","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SLB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SLB","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SLB","IT.NET.USER.ZS","Solomon Telekom Company Ltd..",
"SLB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLB","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"SLB","IT.CEL.SETS.P2","Solomon Telekom Company Ltd..",
"SLB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
